,UserId,Reputation,Views,UpVotes,DownVotes,PostId,Score,ViewCount,CommentCount,no_posted,CommentBins
23231,3681,197,43,17,0,43768,0,893.0,3,15,Low
7395,686,44152,7357,2156,82,51295,3,287.0,9,1598,Moderate
82441,42439,1,2,0,0,91118,0,55.0,2,1,Very Low
63627,24498,1088,84,24,1,56438,0,1457.7714285714285,0,34,Very Low
67476,27427,28,2,4,0,72548,2,137.0,0,3,Very Low
87628,49296,126,6,8,0,107975,0,70.0,0,8,Very Low
10004,805,65272,5680,7035,143,96283,0,57.662068965517165,0,1720,Very Low
84929,44965,2062,99,13,0,99692,3,34.30769230769231,2,77,Very Low
67887,27658,206,53,9,0,111978,1,92.0,5,9,Low
30131,5837,754,74,28,0,14820,0,231.0,0,35,Very Low
16513,1873,51,14,0,0,4270,3,941.2857142857143,1,2,Very Low
25466,4485,881,61,492,17,78724,0,191.0,0,31,Very Low
74764,32089,270,80,46,0,74332,3,120.0,1,13,Very Low
65112,25472,21,1,0,0,58618,4,74.0,0,1,Very Low
90510,55596,1,0,0,0,115092,0,13.0,1,1,Very Low
15241,1496,559,114,49,0,28435,2,124.4,0,26,Very Low
23997,4020,26,2,0,0,9129,4,420.0,3,2,Low
47957,12329,1003,273,22,0,47290,1,58.0,6,146,Moderate
28411,5372,83,23,2,0,41913,0,138.0,3,4,Low
61401,22088,294,25,45,0,76974,0,94.0,0,15,Very Low
76949,35967,1,4,0,0,89996,0,104.0,0,1,Very Low
76933,35944,16,2,1,0,79150,3,58.0,0,2,Very Low
11029,887,18187,1660,230,4,64084,0,1071.1267605633802,1,367,Very Low
52473,14715,38,4,0,0,43214,1,886.0,6,3,Moderate
71373,29654,11,1,0,0,68604,1,400.5,3,1,Low
21223,3085,6,1,0,0,6955,1,155.0,0,1,Very Low
51027,13818,2594,137,70,0,80276,1,485.9782608695652,3,56,Low
68274,27900,137,17,7,0,69136,1,1070.0,1,7,Very Low
747,30,2185,312,40,3,3901,4,881.5,0,39,Very Low
65272,25675,299,103,25,2,104549,0,58.0,1,19,Very Low
5513,529,118,40,61,0,17132,3,162.0,0,11,Very Low
79089,37632,347,31,27,0,86794,2,51.0,0,19,Very Low
14371,1291,303,214,15,0,66755,5,215.0,0,22,Very Low
51995,14433,32,25,1,0,45946,4,1310.0,6,3,Moderate
66452,26466,101,6,2,0,63250,0,1373.0,0,2,Very Low
68787,28310,1,0,0,0,65094,0,405.0,4,1,Low
48330,12481,112,35,5,0,31913,3,643.0,2,7,Very Low
35754,7616,639,151,49,4,112175,2,19.5,0,65,Very Low
54254,16663,1062,51,48,2,76428,2,124.94444444444444,3,46,Low
76726,35753,510,18,14,0,88090,0,15.0,4,13,Low
17166,2046,268,29,24,0,85449,2,180.0,0,14,Very Low
43390,10593,113,4,3,0,30401,0,233.5,0,3,Very Low
83870,44168,1,0,0,0,94521,0,40.0,0,1,Very Low
52353,14649,53,8,12,0,77253,0,61.0,5,7,Low
85279,45410,6,2,0,0,97347,1,69.0,0,1,Very Low
64432,25093,23,4,0,0,57970,2,106.0,1,2,Very Low
55752,17359,1597,126,183,5,54758,0,67.66666666666666,0,99,Very Low
34524,7290,37083,5554,8641,125,66841,0,975.5511363636364,0,827,Very Low
48981,12750,101,37,1,0,41245,2,623.0,0,9,Very Low
7078,686,44152,7357,2156,82,37952,3,576.6287878787879,3,1598,Low
22432,3382,8009,3559,183,24,70363,1,124.67605633802816,1,425,Very Low
68692,28277,11,1,0,0,64999,1,269.0,2,2,Very Low
75126,32397,264,20,31,0,111913,2,57.0,0,31,Very Low
74913,32186,271,10,10,0,74323,1,140.55555555555554,1,8,Very Low
48861,12709,16,2,0,0,55829,3,114.0,5,1,Low
51323,14061,26,9,0,0,79471,1,50.0,0,4,Very Low
25039,4328,145,8,9,0,89655,2,73.0,1,2,Very Low
37598,8055,9,15,0,0,21287,0,376.6666666666667,0,1,Very Low
31457,6435,11,2,0,0,15919,2,231.0,2,1,Very Low
46736,11849,1512,186,178,37,78048,0,379.9212598425197,2,46,Very Low
40677,9200,335,16,5,0,38496,1,1167.0,3,8,Low
72725,30705,1,3,0,0,71942,0,41.0,0,6,Very Low
65654,25973,306,17,20,0,100781,2,79.0,7,35,Moderate
54377,16709,1469,130,144,14,113245,0,104.8,13,63,High
88975,53057,836,75,6,0,111883,0,11.857142857142858,1,26,Very Low
51429,14131,205,4,1,0,49579,2,889.0,0,7,Very Low
59730,21168,306,11,10,0,61290,3,105.4,0,8,Very Low
51484,14154,155,11,28,0,105442,2,150.0,0,8,Very Low
33890,7250,6216,338,625,56,67768,1,586.4864864864865,0,149,Very Low
7531,686,44152,7357,2156,82,59040,1,137.986301369863,0,1598,Very Low
48912,12719,453,18,11,0,32622,0,1148.1666666666667,1,22,Very Low
64533,25167,123,2,15,0,99640,4,139.0,0,3,Very Low
72313,30456,16,2,0,0,70449,1,65.0,0,2,Very Low
72890,30876,142,5,1,0,76865,0,658.0,0,5,Very Low
39261,8539,918,89,49,1,22154,2,316.6923076923077,1,22,Very Low
88344,52262,1,3,0,0,108297,0,27.0,7,1,Moderate
87756,49403,6,0,0,0,105588,1,27.0,0,1,Very Low
8208,686,44152,7357,2156,82,103099,1,31.72043010752688,0,1598,Very Low
74307,31872,23,3,0,0,74091,3,108.0,1,2,Very Low
59224,20884,423,88,4,0,67148,2,132.0,2,34,Very Low
62752,23853,6235,514,147,10,62615,2,152.35078534031413,1,190,Very Low
15798,1709,1094,230,160,5,4570,2,1055.5,6,54,Moderate
39507,8616,46,9,5,0,21327,1,80.0,0,5,Very Low
60628,21846,822,67,87,12,63749,1,292.16666666666663,5,47,Low
28519,5405,407,164,40,0,16245,4,195.0,0,68,Very Low
4963,442,6431,973,857,21,79044,2,268.0,0,131,Very Low
3141,226,1293,266,55,0,5993,1,1059.1999999999998,1,56,Very Low
78930,37483,829,83,108,12,83094,2,43.51724137931035,2,29,Very Low
47523,12060,306,13,10,1,30819,1,236.33333333333334,0,7,Very Low
56404,17748,55,12,8,0,47615,1,345.0,2,11,Very Low
55411,17230,10690,1040,3079,163,58144,2,252.11009174311926,2,290,Very Low
21075,3019,8045,500,228,57,86751,3,232.17241379310343,0,132,Very Low
30159,5849,21,3,0,0,15618,0,570.0,6,2,Moderate
33849,7250,6216,338,625,56,51479,3,500.05405405405406,0,149,Very Low
71701,29987,101,22,1,0,86246,2,53.0,0,5,Very Low
33655,7224,5430,1604,463,63,21594,3,479.0,3,115,Low
88054,51928,6,0,0,0,107609,1,26.0,0,1,Very Low
62303,22531,8,8,0,0,88680,1,54.0,0,7,Very Low
86442,46879,6,1,0,0,101454,1,14.0,0,1,Very Low
36903,7972,11631,1050,1230,187,24229,1,1044.6341463414633,0,340,Very Low
86474,46921,11,0,0,0,101538,2,30.0,2,1,Very Low
33582,7199,1006,53,9,0,18292,5,132.0,2,23,Very Low
80286,40010,43,19,12,0,99362,0,90.0,0,8,Very Low
81080,40854,16,1,0,0,88257,1,14.0,0,3,Very Low
32626,6877,429,38,19,0,72995,5,132.0,1,15,Very Low
28006,5191,583,286,57,0,61931,1,24.0,0,33,Very Low
74375,31973,25,4,1,0,95087,0,51.0,1,10,Very Low
70547,29068,517,89,105,4,108201,0,138.0,6,45,Moderate
65246,25672,40,11,2,0,59069,0,210.0,4,9,Low
73525,31344,6,1,0,0,72472,1,91.0,4,1,Low
48306,12453,6,1,0,0,31803,1,734.0,4,1,Low
7410,686,44152,7357,2156,82,52074,1,268.6216216216216,0,1598,Very Low
10917,887,18187,1660,230,4,26522,1,795.4310344827586,0,367,Very Low
63147,24073,1136,56,1346,4,68728,0,90.97222222222221,0,64,Very Low
50233,13413,148,17,2,0,44621,1,90.0,3,6,Low
72903,30880,103,2,0,0,71498,0,242.0,4,1,Low
6811,686,44152,7357,2156,82,17180,4,1466.2115384615386,5,1598,Low
33677,7224,5430,1604,463,63,22946,2,641.25,0,115,Very Low
39063,8451,3111,270,121,5,110861,0,252.21875,0,115,Very Low
77017,36033,6,1,0,0,79332,1,122.0,1,1,Very Low
58251,20100,78,5,3,0,52645,4,247.0,5,4,Low
35857,7690,1033,34,18,0,19484,0,431.85185185185185,0,26,Very Low
26287,4540,21,1,0,0,10583,2,187.5,3,1,Low
55842,17372,11,6,0,0,44933,0,48.0,1,3,Very Low
34076,7290,37083,5554,8641,125,21961,4,1178.80276816609,1,827,Very Low
29642,5754,131,17,7,0,15022,2,492.0,4,9,Low
65679,25990,121,8,0,0,59775,2,124.33333333333333,0,2,Very Low
58855,20637,166,6,1,0,88860,0,43.75,0,10,Very Low
2412,183,22625,4069,2496,45,15906,3,599.516129032258,0,493,Very Low
69466,28705,1209,78,43,3,81816,1,84.33333333333333,0,48,Very Low
85875,46142,21,0,0,0,99988,4,108.0,2,2,Very Low
27294,4856,17791,5927,2122,412,28193,0,456.1515151515151,0,266,Very Low
8160,686,44152,7357,2156,82,96971,2,23.5,0,1598,Very Low
35992,7744,150,48,179,1,52101,4,297.5,9,15,Moderate
11220,900,1054,87,221,0,45974,2,79.0,13,32,High
90110,54807,1,1,0,0,113474,0,47.0,5,1,Low
4058,302,246,36,17,1,10063,2,250.0,0,5,Very Low
28077,5236,1,7,0,0,12514,0,381.0,3,1,Low
42367,10064,1097,111,226,2,38165,1,144.0,2,46,Very Low
1854,159,18283,3781,1014,59,15492,2,235.62962962962962,2,293,Very Low
65828,26105,900,101,62,0,76207,0,104.5,0,40,Very Low
8336,704,577,64,51,0,11929,3,307.0,4,19,Low
75660,34859,75,5,9,0,115082,0,273.1666666666667,3,7,Low
60868,21998,553,433,51,8,52609,4,254.0,1,70,Very Low
34163,7290,37083,5554,8641,125,27307,4,1125.5190311418685,1,827,Very Low
65985,26206,735,25,7,1,72236,1,148.33333333333334,2,26,Very Low
27172,4856,17791,5927,2122,412,11529,1,639.0769230769231,3,266,Low
45608,11234,16,9,0,0,28183,0,289.0,1,2,Very Low
26296,4544,171,24,2,0,19802,2,160.0,4,7,Low
76383,35440,8,2,0,0,113492,0,27.0,1,2,Very Low
63713,24515,722,42,41,0,83038,5,43.0,0,49,Very Low
10244,805,65272,5680,7035,143,108574,3,241.62117647058824,0,1720,Very Low
51494,14156,145,25,44,0,65175,5,186.0,3,21,Low
7760,686,44152,7357,2156,82,71226,1,443.8502673796791,1,1598,Very Low
83241,43405,3,2,0,0,100304,-1,44.0,0,3,Very Low
84303,44451,1460,79,229,27,95923,0,202.04347826086956,0,58,Very Low
48111,12353,168,32,0,0,31817,1,621.0,3,4,Low
23075,3595,913,653,2,0,12428,5,242.8181818181818,1,19,Very Low
75789,34971,111,0,2,0,76922,2,68.0,3,1,Low
62874,23853,6235,514,147,10,107839,2,290.9581151832461,0,190,Very Low
60590,21846,822,67,87,12,53350,3,267.0,4,47,Low
55522,17230,10690,1040,3079,163,83847,3,243.62637362637363,0,290,Very Low
40009,8906,41,2,0,0,22126,4,394.0,0,1,Very Low
21071,3019,8045,500,228,57,82614,2,214.24137931034483,2,132,Very Low
73936,31611,245,28,5,0,78250,1,103.0,2,20,Very Low
89503,53961,16,2,0,0,111658,3,140.0,5,1,Low
22331,3382,8009,3559,183,24,34806,2,98.35915492957746,1,425,Very Low
40065,8927,1354,430,100,5,27963,3,966.9090909090909,0,45,Very Low
61120,22047,13806,2722,401,200,63168,5,167.66473988439304,0,345,Very Low
14091,1146,1086,189,73,6,37560,1,275.6666666666667,0,36,Very Low
31686,6547,586,81,19,0,27885,1,1124.2222222222226,0,54,Very Low
67845,27608,153,11,0,0,97892,0,88.84615384615384,2,12,Very Low
56167,17633,11,0,0,0,45589,0,239.0,5,2,Low
10599,858,2834,434,333,24,38980,5,173.8,5,99,Low
12445,919,87393,20932,11273,779,114363,4,1211.914489311164,2,1204,Very Low
70293,28916,264,31,2,0,68287,1,333.1111111111111,0,14,Very Low
14550,1329,1665,335,91,5,93579,1,68.0,5,71,Low
35904,7715,6,7,0,0,19186,1,473.0,5,1,Low
69627,28740,1410,108,439,17,73456,1,264.0,0,75,Very Low
26543,4598,8814,516,314,11,64651,1,173.48214285714286,1,254,Very Low
54659,16876,41,0,0,0,43649,4,310.0,0,1,Very Low
46205,11597,26,24,0,0,29364,3,91.0,0,4,Very Low
81182,40956,36,4,2,0,101177,0,37.0,0,5,Very Low
58530,20381,1386,216,422,23,51936,2,34.1,6,47,Moderate
32568,6858,147,10,3,0,21003,2,1186.0,1,5,Very Low
65336,25732,11,5,0,0,59204,0,168.0,4,2,Low
73738,31466,105,24,38,0,110430,0,27.0,0,18,Very Low
50238,13419,220,8,1,1,45813,2,383.75,0,5,Very Low
55702,17325,33,12,1,0,44734,2,197.0,2,2,Very Low
86922,48467,45,16,0,0,104888,0,35.0,9,8,Moderate
24447,4253,19585,6948,155,56,56754,2,170.02702702702697,1,450,Very Low
46112,11523,563,64,27,7,40927,1,208.41176470588235,3,10,Low
31785,6575,354,58,28,1,108100,0,733.0,0,10,Very Low
19282,2669,6078,776,1146,351,33182,3,747.1935483870968,2,291,Very Low
22991,3572,494,133,56,2,49966,1,134.0,0,24,Very Low
81545,41359,103,2,3,0,90407,0,80.0,0,7,Very Low
27323,4856,17791,5927,2122,412,28332,0,401.00757575757575,0,266,Very Low
76697,35736,438,41,15,0,94567,0,24.0,0,46,Very Low
74353,31947,11,1,0,0,92307,2,46.0,1,1,Very Low
47415,12005,157,31,17,0,73087,0,59.666666666666664,0,18,Very Low
83141,43261,18,0,1,0,92876,3,70.0,2,1,Very Low
25037,4327,6,0,0,0,9972,1,691.0,1,1,Very Low
23192,3640,549,68,135,2,66574,3,224.81818181818187,0,16,Very Low
83162,43288,21,3,0,0,92902,2,51.0,5,4,Low
57858,19788,180,14,13,0,64729,1,27.0,0,10,Very Low
77160,36041,2538,252,15,5,96097,0,79.80208333333334,2,179,Very Low
69653,28740,1410,108,439,17,96067,1,134.8,1,75,Very Low
10082,805,65272,5680,7035,143,100956,4,84.95764705882353,0,1720,Very Low
52845,14839,222,6,4,0,39140,3,274.0,6,5,Moderate
87772,49436,6,0,0,0,108691,1,10.0,1,1,Very Low
88830,52837,11,0,0,0,109428,1,39.0,0,1,Very Low
40437,9146,225,97,20,2,28425,2,1433.0,0,19,Very Low
58046,19901,321,14,11,1,51777,0,185.53846153846155,1,11,Very Low
39377,8582,1,1,0,0,21543,0,111.0,0,1,Very Low
19748,2798,1942,189,366,2,82844,1,193.0,0,83,Very Low
27207,4856,17791,5927,2122,412,14403,1,116.33333333333337,1,266,Very Low
59199,20884,423,88,4,0,53146,2,459.0,2,34,Very Low
26758,4673,476,46,9,0,79132,1,23.333333333333336,0,31,Very Low
77394,36229,1306,124,201,5,104281,0,122.45833333333333,5,74,Low
88616,52554,2294,192,59,3,114011,0,23.263157894736842,11,79,Moderate
4666,401,6906,1070,394,6,19598,4,349.1730769230769,6,172,Moderate
53886,16393,158,63,5,0,109143,1,38.0,1,12,Very Low
73196,31160,96,16,14,0,82546,1,185.0,0,17,Very Low
81169,40946,170,9,4,0,103847,4,112.0,4,8,Low
82923,42958,11,0,0,0,92252,1,93.5,2,1,Very Low
69044,28500,556,34,55,0,115274,2,154.0,0,20,Very Low
88980,53057,836,75,6,0,113574,1,12.214285714285714,1,26,Very Low
3790,273,1384,87,17,0,79931,1,278.25,0,48,Very Low
74157,31718,35,7,1,0,77439,0,95.0,2,6,Very Low
45939,11437,11,12,0,0,30212,1,670.0,0,3,Very Low
84025,44269,4767,397,363,41,101323,3,107.44827586206897,3,213,Low
23861,3919,857,98,61,0,9092,0,727.45,3,71,Low
46803,11852,3091,591,598,36,61973,1,345.1023622047244,0,104,Very Low
67283,27307,36,6,0,0,82704,1,42.0,5,3,Low
6638,666,1855,105,71,0,2930,4,608.7142857142858,0,48,Very Low
73291,31231,49,5,4,0,76463,1,151.0,8,8,Moderate
53917,16432,46,4,0,0,41654,3,631.0,0,2,Very Low
22718,3468,1500,111,6,1,77418,1,192.83333333333337,2,52,Very Low
79580,38196,6,1,0,0,83507,1,109.0,4,1,Low
75522,34745,1,1,0,0,79719,0,93.0,1,3,Very Low
72380,30490,93,67,20,0,73253,0,77.0,2,11,Very Low
37100,7972,11631,1050,1230,187,55347,3,689.2556053811659,0,340,Very Low
58829,20603,428,25,23,1,55188,1,365.0,0,9,Very Low
80033,39632,18,2,0,0,85649,3,444.0,1,2,Very Low
7186,686,44152,7357,2156,82,40844,0,622.8090452261307,0,1598,Very Low
36942,7972,11631,1050,1230,187,27282,3,1127.8295964125562,1,340,Very Low
65483,25873,16,7,0,0,59516,2,222.0,0,2,Very Low
65863,26130,73,23,12,0,60127,1,126.0,0,10,Very Low
19499,2725,118,44,8,0,45029,0,279.0,3,5,Low
90338,55285,1,0,0,0,114439,0,24.0,5,1,Low
74451,32034,6,0,0,0,74024,1,64.0,1,1,Very Low
20204,2860,3359,467,134,7,17427,5,150.875,2,127,Very Low
58020,19879,2336,260,339,8,69867,1,332.61538461538464,0,54,Very Low
74383,31975,432,17,4,0,74146,0,356.0,1,6,Very Low
65815,26105,900,101,62,0,52420,1,66.0,0,40,Very Low
8663,795,5606,967,1547,8,17467,0,322.2857142857143,0,225,Very Low
15646,1666,11,2,0,0,92064,2,138.0,3,1,Low
23850,3911,2481,456,337,7,10189,1,665.0731707317074,0,91,Very Low
72510,30564,1,0,0,0,70690,0,84.0,1,1,Very Low
33528,7172,577,34,37,3,32929,3,76.27272727272728,3,16,Low
17801,2129,3375,276,92,5,17517,1,128.2077922077922,3,111,Low
49023,12784,14,1,0,0,32790,2,264.0,4,1,Low
24675,4253,19585,6948,155,56,105180,4,121.5,2,450,Very Low
18567,2392,11860,2359,883,7,67965,1,96.02702702702703,0,321,Very Low
43241,10518,131,11,1,0,79026,1,167.0,0,4,Very Low
82594,42624,31,5,0,0,92712,0,23.0,0,5,Very Low
21183,3058,1123,117,124,1,70780,3,544.2631578947369,1,37,Very Low
86845,48366,16,0,0,0,103356,3,199.0,10,1,Moderate
86315,46705,41,4,0,0,101134,0,27.0,0,8,Very Low
48113,12353,168,32,0,0,31890,2,1011.6666666666667,0,4,Very Low
82610,42644,3,3,0,0,91675,0,121.0,0,2,Very Low
20060,2817,9604,1244,1437,8,72875,1,147.0,0,276,Very Low
78667,37188,1161,37,171,5,85589,1,215.68421052631578,5,55,Low
52692,14803,2241,121,96,2,62546,1,247.66666666666666,1,83,Very Low
66690,26739,6,1,0,0,61450,1,46.0,1,1,Very Low
72555,30594,6,3,0,0,70771,0,69.0,0,2,Very Low
48890,12710,622,197,6,2,44279,3,442.0,1,38,Very Low
77597,36381,838,26,173,5,88157,2,470.0625,2,40,Very Low
79940,39559,11,0,0,0,85482,1,122.0,0,1,Very Low
67163,27213,429,45,30,5,100106,3,47.0,0,30,Very Low
1398,88,14082,3320,4235,126,15764,2,518.921875,1,339,Very Low
54359,16709,1469,130,144,14,104530,1,60.0,2,63,Very Low
40959,9343,706,110,9,2,23791,1,203.75,6,32,Moderate
46781,11852,3091,591,598,36,54963,1,356.53543307086613,2,104,Very Low
81165,40946,170,9,4,0,88035,0,12.0,1,8,Very Low
70299,28916,264,31,2,0,80570,1,286.77777777777777,0,14,Very Low
19094,2669,6078,776,1146,351,7665,4,457.6842105263158,2,291,Very Low
51716,14202,67,17,4,0,55277,3,155.0,0,7,Very Low
31969,6633,9429,1534,167,88,51173,2,868.4228571428572,1,210,Very Low
83481,43722,6,0,0,0,93633,1,138.0,8,1,Moderate
88073,51943,8,2,0,0,112001,0,11.0,3,4,Low
9424,805,65272,5680,7035,143,68878,3,1322.6,0,1720,Very Low
15926,1739,8772,881,154,8,17456,5,1140.0652173913045,0,182,Very Low
5794,588,1034,185,38,0,22935,3,180.0,1,52,Very Low
83185,43318,1,0,0,0,92942,0,158.0,2,2,Very Low
81062,40827,6,0,0,0,87733,1,33.0,1,1,Very Low
84321,44451,1460,79,229,27,96990,0,318.6521739130435,4,58,Low
66097,26296,11,1,0,0,60433,1,55.0,0,2,Very Low
16490,1835,31,4,1,0,4256,1,73.5,6,3,Moderate
52458,14699,169,20,7,0,41466,0,136.5,5,10,Low
59008,20776,1313,129,0,0,59136,3,24.95,4,54,Low
10900,887,18187,1660,230,4,23620,5,1035.8735632183907,0,367,Very Low
66441,26450,16,3,0,0,60753,3,284.0,3,2,Low
86409,46827,21,1,0,0,101447,1,22.5,0,3,Very Low
37018,7972,11631,1050,1230,187,45516,1,916.8699551569507,0,340,Very Low
52139,14499,118,3,10,0,80440,0,123.0,0,4,Very Low
13204,1005,3679,870,325,0,60298,0,64.0,0,292,Very Low
35690,7615,43,8,6,0,44677,1,299.0,3,5,Low
15379,1540,1794,129,70,4,23468,3,55.0,0,35,Very Low
41775,9691,73,2,4,0,48514,4,193.0,0,1,Very Low
86135,46490,21,0,1,0,108632,3,38.0,2,2,Very Low
43496,10622,131,2,3,0,43212,1,953.5,3,2,Low
87674,49335,6,0,0,0,105554,1,11.0,1,1,Very Low
80995,40742,1,1,0,0,87572,0,115.0,7,1,Moderate
22053,3369,1162,146,25,0,8431,1,402.8695652173913,0,21,Very Low
49215,12890,1,0,0,0,33128,-1,1088.0,0,1,Very Low
85025,45065,28,5,24,0,100149,0,32.0,3,3,Low
70689,29137,794,148,233,3,70182,4,158.0,1,56,Very Low
1912,159,18283,3781,1014,59,34408,3,328.71604938271605,2,293,Very Low
90098,54791,20,2,1,0,113540,0,5.0,8,4,Moderate
17527,2116,18088,3899,3274,43,14394,4,765.3333333333333,0,363,Very Low
33664,7224,5430,1604,463,63,22205,2,587.0,4,115,Low
64589,25197,117,2,2,0,58009,-1,139.0,0,2,Very Low
44619,11032,22275,7395,2619,42,30074,1,900.9592476489029,0,966,Very Low
53521,16148,11,0,0,0,40964,2,144.0,2,1,Very Low
85431,45603,100,3,4,0,114359,2,76.0,0,9,Very Low
85402,45586,6,0,0,0,97803,1,24.0,0,1,Very Low
120,-1,1,0,5007,1920,47547,0,189.8,0,211,Very Low
44278,11016,1,0,0,0,27503,0,167.0,3,1,Low
52681,14803,2241,121,96,2,43206,1,1002.0,0,83,Very Low
17285,2101,211,14,3,0,4877,2,477.0,2,6,Very Low
41377,9459,111,0,0,0,26545,0,152.0,3,2,Low
8700,795,5606,967,1547,8,32719,3,95.0,16,225,High
10205,805,65272,5680,7035,143,106267,3,203.90588235294118,3,1720,Low
20990,3019,8045,500,228,57,14256,2,155.0,0,132,Very Low
61550,22199,148,2,30,0,91986,1,27.0,1,4,Very Low
49697,13138,3518,315,63,2,37455,4,266.0,0,142,Very Low
4978,443,11,1,0,0,2237,2,249.0,0,1,Very Low
65800,26102,20,2,2,0,62373,3,192.0,1,2,Very Low
61808,22341,91,20,21,0,105626,4,83.0,0,3,Very Low
7156,686,44152,7357,2156,82,40478,5,625.2211055276382,1,1598,Very Low
70622,29093,160,12,9,0,67655,1,458.0,1,11,Very Low
19718,2798,1942,189,366,2,41516,4,129.0,0,83,Very Low
31920,6633,9429,1534,167,88,24984,1,715.2628571428571,0,210,Very Low
49008,12758,106,2,3,0,41774,1,75.0,0,1,Very Low
2794,196,6140,649,497,114,50190,2,217.9375,7,188,Moderate
77674,36462,751,198,32,2,81277,0,114.0,1,56,Very Low
8341,704,577,64,51,0,17366,1,308.0,2,19,Very Low
31353,6386,128,10,11,0,48684,0,88.0,0,4,Very Low
38912,8421,116,8,0,0,20796,3,273.0,1,1,Very Low
54232,16663,1062,51,48,2,44737,2,119.0,9,46,Moderate
53028,14888,650,53,70,0,45435,0,223.125,3,23,Low
88084,51947,106,1,0,0,108195,0,20.0,0,3,Very Low
65515,25925,36,7,0,0,60200,1,150.0,3,3,Low
87693,49366,6,8,0,0,105516,1,34.0,1,1,Very Low
54480,16791,26,2,2,0,43461,5,237.0,5,1,Low
49757,13138,3518,315,63,2,80448,1,44.95348837209302,0,142,Very Low
52457,14699,169,20,7,0,41329,3,147.75,0,10,Very Low
22270,3382,8009,3559,183,24,23905,1,82.46478873239437,8,425,Moderate
35402,7555,11520,1101,460,11,19560,2,839.6340425531914,1,234,Very Low
29304,5739,15236,2252,705,16,17002,2,1152.9620253164558,3,397,Low
5877,601,13478,1286,283,17,9077,2,546.5384615384615,0,380,Very Low
7446,686,44152,7357,2156,82,54770,2,224.51351351351352,0,1598,Very Low
50596,13593,129,10,0,0,57244,4,98.0,0,2,Very Low
24454,4253,19585,6948,155,56,58648,2,93.01948051948052,0,450,Very Low
74855,32157,292,45,12,16,74899,4,704.5,1,7,Very Low
42028,9900,38,17,3,0,24942,0,115.0,3,5,Low
67386,27400,121,23,17,0,83821,1,56.0,3,13,Low
37833,8109,103,58,2,0,21630,0,309.0,4,27,Low
63115,24073,1136,56,1346,4,57108,1,132.53333333333333,0,64,Very Low
65335,25729,21,2,0,0,59297,2,774.0,2,2,Very Low
50211,13408,126,2,1,0,34595,5,392.0,1,1,Very Low
68969,28462,1382,31,175,2,93500,1,185.86486486486487,4,36,Low
84903,44965,2062,99,13,0,97504,0,27.641025641025642,0,77,Very Low
88932,52985,1,1,0,0,109762,0,23.0,0,1,Very Low
22293,3382,8009,3559,183,24,28293,0,88.45774647887325,2,425,Very Low
25558,4496,1015,190,2,0,13301,0,475.0,9,48,Moderate
45332,11052,476,23,8,2,29992,3,83.72727272727273,2,10,Very Low
71329,29617,1207,134,120,3,103894,0,63.73684210526316,4,56,Low
23516,3831,156,8,1,0,88615,1,81.0,0,3,Very Low
72594,30613,90,17,19,0,111124,0,51.0,0,12,Very Low
40865,9266,79,27,1,0,63584,0,628.0,3,6,Low
57345,18393,41,9,0,0,47070,4,495.5,1,1,Very Low
52059,14434,2694,193,41,3,94300,3,23.555555555555557,1,68,Very Low
22088,3382,8009,3559,183,24,8035,2,35.04225352112676,0,425,Very Low
83144,43267,18,5,0,0,95883,2,182.0,9,2,Moderate
67722,27577,38,6,2,0,63206,3,93.0,1,3,Very Low
81172,40948,1,6,0,0,87988,0,63.0,4,1,Low
5357,495,2092,272,32,4,3680,2,184.4736842105263,1,46,Very Low
59927,21360,105,16,2,0,8249,1,780.0,3,8,Low
39061,8451,3111,270,121,5,96932,0,252.4375,0,115,Very Low
23615,3874,1525,262,49,0,10387,5,286.0,3,57,Low
85415,45598,21,9,0,0,105377,2,46.0,0,7,Very Low
28636,5429,1855,294,406,1,34131,3,609.25,3,61,Low
21203,3077,357,73,58,1,32176,3,310.0,3,18,Low
59671,21134,16,7,0,0,50593,3,305.0,0,1,Very Low
46513,11748,916,176,408,5,74269,0,135.8235294117647,0,64,Very Low
14726,1352,5859,783,595,7,61634,2,184.80645161290323,2,160,Very Low
11304,919,87393,20932,11273,779,2660,1,784.3928571428571,2,1204,Very Low
6061,601,13478,1286,283,17,52096,3,172.7642276422764,1,380,Very Low
23859,3919,857,98,61,0,8953,0,724.3,0,71,Very Low
21230,3094,248,68,40,0,11378,3,297.0,0,7,Very Low
32655,6884,592,83,148,0,72250,1,39.0,3,27,Low
49062,12793,134,23,19,1,113605,0,272.8461538461538,0,18,Very Low
50726,13636,45,78,57,0,61362,4,100.0,1,52,Very Low
81507,41309,18,3,0,0,90352,0,20.0,2,4,Very Low
58184,20048,276,25,10,0,92067,3,51.0,0,6,Very Low
10123,805,65272,5680,7035,143,103218,1,124.60705882352941,4,1720,Low
63700,24515,722,42,41,0,80994,0,41.0,0,49,Very Low
71428,29712,6,6,0,0,70047,0,121.0,7,3,Moderate
47449,12015,111,2,0,0,43590,2,29.0,0,1,Very Low
54409,16757,9,4,0,0,43406,1,52.0,4,1,Low
68529,28150,1,8,0,0,64652,0,1328.0,1,1,Very Low
55582,17230,10690,1040,3079,163,103675,2,231.75824175824175,1,290,Very Low
57741,19676,170,7,6,1,60272,3,203.33333333333334,0,4,Very Low
68376,27998,113,2,0,0,67515,1,126.0,0,2,Very Low
20384,2914,152,36,9,0,17107,0,589.0,7,8,Moderate
